codeCommune,nom,codePostal,longitude,latitude
143,chaumont-en-vexin,60240,1.88333,49.2667
351,lataule,60490,2.68333,49.55
320,ivors,60141,3.01667,49.2
114,buicourt,60380,1.81667,49.5333
465,noiremont,60480,2.21667,49.55
697,vrocourt,60112,1.88333,49.5333
189,cuts,60400,3.1,49.5333
286,grandvilliers-60,60210,1.93333,49.6667
437,mouchy-le-chatel,60250,2.25,49.3333
652,valdampierre,60790,2.05,49.3
193,dameraucourt,60210,1.91667,49.7
597,saint-sauveur-60,60320,2.78333,49.3167
452,neuville-bosc,60119,2.01667,49.2
302,haudivillers,60510,2.25,49.4833
195,delincourt,60240,1.83333,49.25
68,bethisy-saint-pierre,60320,2.81667,49.3
645,trie-la-ville,60590,1.83333,49.3
395,meru,60110,2.13333,49.2333
22,apremont-60,60300,2.51667,49.2333
420,montjavoult,60240,1.78333,49.2167
551,rousseloy,60660,2.4,49.3
146,chepoix,60120,2.38333,49.6
631,thiers-sur-theve,60520,2.58333,49.15
216,erquinvillers,60130,2.46667,49.4667
619,silly-le-long,60330,2.8,49.1
364,lieuvillers,60130,2.5,49.4833
527,reez-fosse-martin,60620,2.95,49.1
560,rully-60,60810,2.73333,49.2333
391,maysel,60660,2.38333,49.2667
370,lormaison,60110,2.1,49.25
122,campeaux-60,60220,1.75,49.6167
549,rotangy,60360,2.08333,49.5833
10,amblainville,60110,2.11667,49.2
155,cires-les-mello,60660,2.36667,49.2667
602,saint-valery,60220,1.73445,49.7262
287,grandrû,60400,3.08333,49.6
246,fosseuse,60540,2.2,49.2167
62,berlancourt-60,60640,3.06667,49.6667
516,puiseux-en-bray,60850,1.78333,49.4167
623,songeons,60380,1.86667,49.55
359,lheraule,60650,1.93333,49.4833
372,luchy,60360,2.11667,49.55
510,porcheux,60390,1.91667,49.35
489,peroy-les-gombries,60440,2.85,49.1667
214,ernemont-boutavent,60380,1.8,49.5833
149,chevrieres-60,60710,2.68333,49.35
257,fresne-leguillon,60240,1.98361,49.2542
379,mareuil-la-motte,60490,2.8,49.55
316,hodenc-l-eveque,60430,2.15,49.35
328,juvignies,60112,2.08333,49.5167
236,flavy-le-meldeux,60640,3.05,49.6833
434,mortemer-60,60490,2.66667,49.5833
574,saint-felix-60,60370,2.28333,49.3667
484,oudeuil,60860,2.01667,49.55
595,saint-remy-en-l-eau,60130,2.43333,49.4833
313,hermes,60370,2.25,49.3667
354,laverriere,60210,2.01667,49.6833
520,quesnel-aubry,60480,2.3,49.5167
70,bienville,60200,2.83333,49.45
256,fresneaux-montchevreuil,60240,2,49.2833
637,thury-en-valois,60890,3.03333,49.1667
600,saint-vaast-de-longmont,60410,2.73333,49.3
40,bailleul-le-soc,60190,2.58333,49.4167
188,cuise-la-motte,60350,3.01667,49.4
392,melicocq,60150,2.85,49.5
680,villeneuve-sur-verberie,60410,2.68333,49.2833
306,hecourt-60,60380,1.76667,49.5167
44,balagny-sur-therain,60250,2.33333,49.3
90,bouconvillers,60240,1.9,49.1833
239,fleury-60,60240,1.96667,49.25
60,belle-eglise,60540,2.21667,49.2
695,vineuil-saint-firmin,60500,2.48333,49.2
585,saint-martin-aux-bois,60420,2.56667,49.5167
554,rouvres-en-multien,60620,3.02389,49.1109
559,rue-saint-pierre-60,60510,2.3,49.4167
601,saint-vaast-les-mello,60660,2.38333,49.2667
277,goincourt,60000,2.03333,49.4333
677,villembray,60650,1.86667,49.4833
119,cambronne-les-ribecourt,60170,2.9,49.5
339,lafraye,60510,2.21667,49.5
582,saint-leger-aux-bois-60,60170,2.95,49.4833
369,longueil-sainte-marie,60126,2.71667,49.35
325,jaux,60880,2.76667,49.3833
13,angicourt,60940,2.5,49.3167
594,saint-quentin-des-pres,60380,1.75,49.5167
251,fouquerolles,60510,2.21667,49.4667
511,porquericourt,60400,2.96667,49.5833
635,thiverny,60160,2.43333,49.25
581,saint-just-en-chaussee,60130,2.43333,49.5
29,auneuil,60390,2,49.3667
679,villeneuve-sous-thury,60890,3.06195,49.1559
400,mesnil-sur-bulles,60130,2.35,49.5
247,fouilleuse,60190,2.55,49.4333
612,senlis-60,60300,2.58333,49.2
565,saint-andre-farivillers,60480,2.3,49.5833
460,neuville-vault,60112,1.95,49.4833
34,avrechy,60130,2.43333,49.45
643,tricot,60420,2.58333,49.5667
242,fontaine-lavaganne,60690,1.93333,49.6
163,cormeilles-60,60120,2.2,49.65
249,foulangues,60250,2.31667,49.2833
687,villers-sur-auchy,60650,1.8,49.5
576,saint-germain-la-poterie,60650,1.98333,49.45
668,verderel-les-sauqueuse,60112,2.09722,49.5031
700,warluis,60430,2.13333,49.4
200,domfront-60,60420,2.56667,49.6
378,marest-sur-matz,60490,2.83333,49.5167
626,talmontiers,60590,1.73333,49.3833
482,orry-la-ville,60560,2.51667,49.1333
240,fontaine-bonneleau,60360,2.15,49.6667
296,hannaches,60650,1.81667,49.5
128,canny-sur-therain,60220,1.71667,49.6
16,ansacq,60250,2.36667,49.35
132,catigny,60640,2.93806,49.6384
682,villers-saint-frambourg,60810,2.63333,49.2667
318,houdancourt,60710,2.65,49.35
108,briot,60210,1.91667,49.65
620,silly-tillard,60430,2.15,49.3333
569,saint-crepin-aux-bois,60170,2.98333,49.4333
7,agnetz,60600,2.38333,49.3833
641,tracy-le-mont,60170,3,49.4667
562,sacy-le-grand,60700,2.55,49.35
432,mortefontaine-60,60128,2.6,49.1167
454,neuville-en-hez,60510,2.33333,49.4167
355,laversines,60510,2.2,49.4333
18,anserville,60540,2.21667,49.2333
147,chevincourt,60150,2.85,49.5
105,bretigny-60,60400,3.1,49.5667
198,dives,60310,2.88333,49.5833
563,sacy-le-petit,60190,2.63333,49.3667
229,fayel,60680,2.7,49.3833
268,gannes,60120,2.43333,49.5667
485,oursel-maison,60480,2.18111,49.5962
514,previllers,60360,2,49.6
433,mortefontaine-en-thelle,60570,2.18333,49.2667
126,cannectancourt,60310,2.9,49.55
337,lachelle,60190,2.73333,49.45
180,crillon,60112,1.93333,49.5167
478,ormoy-le-davien,60620,2.96667,49.2
49,bazancourt-60,60380,1.73333,49.55
340,lagny,60310,2.91667,49.6167
303,hautbos,60210,1.86667,49.6333
232,ferrieres-60,60420,2.51667,49.5833
681,villers-saint-barthelemy,60650,1.95,49.4
548,rosoy-en-multien,60620,3,49.0833
502,plessis-patte-d-oie,60640,3.06861,49.6745
535,reuil-sur-breche,60480,2.21667,49.5167
327,jouy-sous-thelle,60240,1.96667,49.3333
177,cressonsacq,60190,2.56667,49.45
543,rocquemont-60,60800,2.81667,49.2667
308,hemevillers,60190,2.66667,49.4667
393,mello,60660,2.36667,49.2667
373,machemont,60150,2.86667,49.5
321,ivry-le-temple,60173,2.03333,49.2333
462,noailles-60,60430,2.2,49.3333
172,coye-la-foret,60580,2.46667,49.15
583,saint-leger-en-bray,60155,2.01667,49.4
186,cuignieres,60130,2.46667,49.4667
456,neuville-roy,60190,2.58333,49.4833
368,longueil-annel,60150,2.86667,49.4667
457,neuville-saint-pierre,60480,2.2,49.5333
413,montagny-sainte-felicite,60950,2.73834,49.1303
531,remy-60,60190,2.71667,49.4333
471,noyon,60400,3,49.5833
324,jaulzy,60350,3.05,49.3833
603,salency,60400,3.05,49.5833
250,fouquenies,60000,2.05,49.4667
570,saint-crepin-ibouvillers,60149,2.06667,49.2667
587,saint-martin-longueau,60700,2.6,49.35
278,golancourt,60640,3.06667,49.7
466,noroy,60130,2.5,49.45
244,fontenay-torcy,60380,1.76667,49.5667
428,mont-saint-adrien,60650,2,49.45
445,nampcel,60400,3.1,49.4833
568,saint-aubin-sous-erquery,60600,2.48333,49.4167
542,rochy-conde,60510,2.18333,49.4167
196,deluge,60790,2.11667,49.3
47,baron-60,60300,2.73333,49.1667
116,bury,60250,2.35,49.3167
591,saint-paul-60,60650,2,49.4333
191,cuvilly,60490,2.7,49.55
406,monceaux-60,60940,2.55,49.3167
685,villers-saint-sepulcre,60134,2.21667,49.3833
703,marais,60000,2.05,49.4333
396,mery-la-bataille,60420,2.63333,49.55
140,chambors,60240,1.81667,49.2667
472,offoy-60,60210,2.0375,49.6964
453,neuville-d-aumont,60790,2.1,49.3167
477,ons-en-bray,60650,1.91667,49.4167
553,rouvillers,60190,2.6,49.45
605,sarnois,60210,1.9,49.6833
561,russy-bemont,60117,2.96667,49.25
154,cinqueux,60940,2.51667,49.3167
255,freniches,60640,3,49.6667
447,nery,60320,2.78333,49.2833
418,montiers,60190,2.58333,49.5
474,ognolles,60310,2.9,49.6833
399,mesnil-saint-firmin,60120,2.41667,49.6333
352,lattainville,60240,1.81667,49.25
347,lannoy-cuillere,60220,1.75,49.7
402,meux-60,60880,2.73333,49.3667
544,rocquencourt-60,60120,2.41667,49.65
175,creil,60100,2.48333,49.2667
575,sainte-genevieve-60,60730,2.2,49.2833
609,savignies,60650,1.96667,49.4667
608,saulchoy-60,60360,2.14,49.6337
440,moyenneville-60,60190,2.63639,49.4906
33,avilly-saint-leonard,60300,2.53333,49.2
220,espaubourg,60650,1.86667,49.4333
630,thibivillers,60240,1.9,49.3
124,candor,60310,2.88333,49.6167
176,crepy-en-valois,60800,2.9,49.2333
96,boutavent,60220,1.75639,49.6434
51,beaudeduit,60210,2.06667,49.6833
491,pierrefonds,60350,2.98333,49.35
72,bitry-60,60350,3.08333,49.4167
367,loconville,60240,1.91667,49.2667
5,acy-en-multien,60620,2.96667,49.1
279,gondreville-60,60117,2.95,49.2167
28,aumont-en-halatte,60300,2.55195,49.2292
282,gouvieux,60270,2.41667,49.1833
23,armancourt-60,60880,2.76667,49.3833
333,lachapelle-aux-pots,60650,1.9,49.4667
291,guiscard,60640,3.05,49.65
385,marolles-60,60890,3.1,49.1667
213,ermenonville,60950,2.7,49.1333
401,mesnil-theribus,60240,1.98333,49.3
686,villers-sous-saint-leu,60340,2.4,49.2167
509,pont-sainte-maxence,60700,2.6,49.3
343,lalande-en-son,60590,1.78333,49.3833
27,auger-saint-vincent,60800,2.8,49.2167
693,villeselve,60640,3.11667,49.6833
650,trumilly,60800,2.8,49.25
659,vaudancourt,60240,1.76667,49.2333
407,monceaux-l-abbaye,60220,1.78333,49.65
115,bulles,60130,2.33333,49.4667
525,raray,60810,2.71667,49.2667
209,enencourt-le-sec,60240,1.93333,49.3
164,coudray-saint-germer,60850,1.83333,49.4167
665,venette,60200,2.8,49.4167
492,pimprez,60170,2.95,49.5167
120,cambronne-les-clermont,60290,2.4,49.3333
52,beaugies-sous-bois,60640,3.1,49.6333
21,appilly,60400,3.11667,49.5833
173,cramoisy,60660,2.4,49.25
64,berneuil-sur-aisne,60350,3.01667,49.4167
411,monneville,60240,1.98333,49.2167
265,froissy,60480,2.21667,49.5667
490,pierrefitte-en-beauvaisis,60112,1.98083,49.4753
248,fouilloy-60,60220,1.82667,49.7331
86,boran-sur-oise,60820,2.35,49.1667
651,ully-saint-georges,60730,2.28333,49.2833
101,bregy,60440,2.86667,49.0833
446,nanteuil-le-haudouin,60440,2.8,49.1333
121,campagne-60,60640,2.96139,49.6462
217,escames,60380,1.8,49.55
515,pronleroy,60190,2.55,49.4667
129,carlepont,60170,3.01667,49.5167
363,lierville,60240,1.88333,49.1833
80,boissy-le-bois,60240,1.95,49.2833
409,monchy-saint-eloi,60290,2.46667,49.3
167,couloisy,60350,3.03333,49.4
12,andeville,60570,2.16667,49.25
555,rouvroy-les-merles,60120,2.35,49.65
118,caisnes,60400,3.06667,49.5167
423,montmacq,60150,2.9,49.4833
469,novillers,60730,2.21445,49.2714
422,montlognon,60300,2.68333,49.1667
494,plailly,60128,2.58333,49.1
258,fresnieres,60310,2.81667,49.6167
285,grandvillers-aux-bois,60190,2.6,49.45
14,angivillers,60130,2.5,49.5
450,neuilly-en-thelle,60530,2.28333,49.2167
231,feigneux,60800,2.93333,49.2667
181,crisolles,60400,3.01667,49.6167
204,ecuvilly,60310,2.91667,49.6333
243,fontaine-saint-lucien,60480,2.13333,49.5
519,quesmy,60640,3.05,49.6167
584,saint-leu-d-esserent,60340,2.41667,49.2167
571,saint-deniscourt,60380,1.86667,49.6
653,valescourt,60130,2.43333,49.4833
410,mondescourt,60400,3.11667,49.5833
24,arsy,60190,2.68333,49.4
415,montepilloy,60810,2.7,49.2167
611,senantes-60,60650,1.83333,49.5
518,puits-la-vallee,60480,2.2,49.5833
241,fontaine-chaalis,60300,2.68333,49.1667
315,hodenc-en-bray,60650,1.9,49.4833
598,saint-sulpice-60,60430,2.11667,49.3667
45,barbery-60,60810,2.66667,49.2167
32,autreches,60350,3.11667,49.45
530,remerangles,60510,2.28333,49.45
338,lacroix-saint-ouen,60610,2.78333,49.35
475,ognon,60810,2.65,49.2333
566,saint-arnoult-60,60220,1.81667,49.6333
669,verderonne,60140,2.5,49.3333
322,jamericourt,60240,1.88333,49.3
362,libermont,60640,2.96667,49.7
617,sermaize,60400,2.95,49.6167
513,precy-sur-oise,60460,2.36667,49.2
225,etouy,60600,2.36667,49.4333
305,hautefontaine,60350,3.06667,49.3667
197,dieudonne,60530,2.25,49.2333
182,crocq-60,60120,2.18333,49.6167
228,fay-les-etangs,60240,1.95,49.25
158,coivrel,60420,2.55,49.55
144,chavencon,60240,2,49.1833
639,tille,60000,2.11667,49.4667
667,verberie,60410,2.73333,49.3167
416,montgerain,60420,2.58333,49.5333
536,rhuis,60410,2.7,49.3
130,catenoy,60600,2.5,49.3833
65,berthecourt,60370,2.23333,49.3667
84,bonnieres-60,60112,1.96667,49.5167
431,morlincourt,60400,3.05,49.5667
375,maimbeville,60600,2.51667,49.4167
107,breuil-le-vert,60600,2.43333,49.3667
112,brunvillers-la-motte,60130,2.45,49.55
307,heilles,60250,2.26667,49.35
261,fresnoy-le-luat,60800,2.76667,49.2167
58,beauvoir-60,60120,2.33333,49.6
290,guignecourt,60480,2.11667,49.4833
672,vez,60117,3,49.2667
50,bazicourt,60700,2.61667,49.35
274,glaignes,60129,2.85,49.2667
273,giraumont-60,60150,2.81667,49.4667
212,ercuis,60530,2.3,49.2333
326,jonquieres-60,60680,2.73333,49.4
142,chapelle-en-serval,60520,2.53333,49.1333
698,wacquemoulin,60420,2.61667,49.5
528,reilly,60240,1.85,49.25
534,rethondes,60153,2.95,49.4167
269,gaudechart,60210,1.95,49.6
442,muidorge,60480,2.13333,49.5333
621,solente,60310,2.88333,49.7
292,gury,60310,2.81667,49.5667
383,margny-sur-matz,60490,2.78333,49.5167
550,rothois,60690,2,49.6
487,parnes,60240,1.73333,49.2
235,flavacourt,60590,1.81667,49.35
87,borest,60300,2.66667,49.1833
657,vauchelles,60400,2.96667,49.5833
151,choisy-au-bac,60750,2.88333,49.4333
499,plessis-de-roye,60310,2.83333,49.5833
48,baugy-60,60113,2.75,49.4667
205,elencourt,60210,1.9,49.6833
691,villers-vermont,60380,1.75,49.5833
397,mesnil-conteville,60210,2.06667,49.6667
546,rosieres-60,60440,2.78333,49.1833
558,roye-sur-matz,60310,2.78333,49.5833
98,bouvresse,60220,1.75,49.65
470,noyers-saint-martin,60480,2.26667,49.55
270,genvry,60400,2.98333,49.6
350,lassigny,60310,2.85,49.5833
136,cempuis,60210,1.98333,49.65
304,haute-epine,60690,2,49.5833
6,ageux,60700,2.6,49.3167
404,mogneville-60,60140,2.46667,49.3167
165,coudray-sur-thelle,60430,2.13333,49.3
110,broquiers,60220,1.83333,49.6667
31,autheuil-en-valois,60890,3.06667,49.1667
131,catheux,60360,2.11667,49.65
488,passel,60400,2.95,49.55
701,wavignies,60130,2.36667,49.55
496,plainville-60,60120,2.45,49.6
15,angy,60250,2.33333,49.35
263,fretoy-le-chateau,60640,2.98333,49.6667
588,saint-maur-60,60210,1.91667,49.6
476,omecourt,60220,1.85,49.6167
533,ressons-sur-matz,60490,2.75,49.55
111,broyes-60,60120,2.45,49.6333
634,thieux-60,60480,2.31667,49.5333
688,villers-sur-bonnieres,60860,1.96667,49.5333
357,leglantiers,60420,2.53333,49.5
427,monts-60,60119,2.01667,49.2167
185,crouy-en-thelle,60530,2.31667,49.2167
483,orvillers-sorel,60490,2.7,49.5833
382,margny-les-compiegne,60280,2.81667,49.4333
632,thiescourt,60310,2.88333,49.5667
640,tourly,60240,1.93333,49.2167
348,larbroye,60400,2.96472,49.5728
46,bargny,60620,2.96667,49.1833
106,breuil-le-sec,60600,2.45,49.3833
38,bachivillers,60240,1.96667,49.2833
526,ravenel,60130,2.5,49.5167
358,levignen,60800,2.91667,49.2
567,saint-aubin-en-bray,60650,1.88333,49.4333
83,bonneuil-en-valois,60123,3,49.2833
57,beauvais,60155,2.08333,49.4333
346,lamorlaye,60260,2.43333,49.15
310,herchies,60112,2.01667,49.5
17,ansauvillers,60120,2.4,49.5667
497,plessier-sur-bulles,60130,2.31667,49.5
360,liancourt,60140,2.46667,49.3333
75,blancfosse,60120,2.2,49.65
524,rantigny,60290,2.43333,49.3333
532,ressons-l-abbaye,60790,2.08778,49.3023
684,villers-saint-paul,60870,2.48333,49.2833
117,bussy-60,60400,2.98333,49.6333
376,maisoncelle-saint-pierre,60112,2.11667,49.5167
297,hamel-60,60210,1.99195,49.6473
335,lachapelle-sous-gerberoy,60380,1.86667,49.5333
294,hainvillers,60490,2.68333,49.5917
169,courcelles-les-gisors,60240,1.74278,49.2609
625,suzoy,60400,2.93333,49.5833
674,vieux-moulin-60,60350,2.93333,49.3833
610,sempigny,60400,3,49.55
506,pont-l-eveque-60,60400,2.98333,49.5667
461,nivillers,60510,2.16667,49.4667
145,chelles-60,60350,3.03333,49.35
495,plainval,60130,2.45,49.5333
238,fleurines,60700,2.58333,49.25
538,ricquebourg,60490,2.75,49.5667
341,lagny-le-sec,60330,2.75,49.0833
61,belloy,60490,2.65,49.5333
557,roy-boissy,60690,1.91667,49.5833
689,villers-sur-coudun,60150,2.8,49.4833
424,montmartin,60190,2.7,49.4667
593,saint-pierre-les-bitry,60350,3.08333,49.4333
604,sarcus,60210,1.86667,49.6833
37,baboeuf,60400,3.08333,49.5833
39,bacouel,60120,2.38333,49.6167
468,nourard-le-franc,60130,2.36667,49.5
104,breteuil-60,60120,2.3,49.6333
366,litz,60510,2.33333,49.4333
223,estrees-saint-denis,60190,2.65,49.4333
638,thury-sous-clermont,60250,2.33333,49.3667
627,tartigny,60120,2.35,49.6333
36,avrigny,60190,2.58333,49.3833
614,serans-60,60240,1.83333,49.1833
394,menevillers,60420,2.6,49.5167
648,troussencourt,60120,2.25,49.6
284,grandfresnoy,60680,2.65,49.3667
448,neufchelles,60890,3.06667,49.1167
658,vauciennes-60,60117,3.03333,49.2333
398,mesnil-en-thelle,60530,2.28333,49.1833
254,francieres-60,60190,2.68333,49.45
237,flechy,60120,2.23333,49.65
215,erquery,60600,2.45,49.4167
133,catillon-fumechon,60130,2.37,49.5173
199,domeliers,60360,2.16667,49.6333
100,brasseuse,60810,2.68333,49.2667
127,canny-sur-matz,60310,2.8,49.6
694,villotran,60390,2.01667,49.35
389,maucourt-60,60640,3.07417,49.6364
646,troissereux,60112,2.05,49.4833
11,amy,60310,2.83333,49.65
166,coudun,60150,2.81667,49.4667
102,brenouille,60870,2.55,49.3
222,essuiles,60510,2.29361,49.4787
556,royaucourt,60420,2.53333,49.6
523,rainvillers,60650,2,49.4167
67,bethisy-saint-martin,60320,2.81667,49.3
174,crapeaumesnil,60310,2.8,49.6333
644,trie-chateau,60590,1.83333,49.2833
540,rivecourt,60126,2.73333,49.35
56,beaurepaire-60,60700,2.58333,49.3
435,morvillers,60380,1.86667,49.5833
288,gremevillers,60380,1.9,49.5667
342,laigneville,60290,2.45,49.3
92,boullarre,60620,3.01667,49.1333
578,saintines,60410,2.76667,49.3
629,therines,60380,1.9,49.6
135,cauvigny,60730,2.25,49.3
203,duvy,60800,2.86667,49.2333
458,neuville-sur-oudeuil,60690,2,49.5833
381,margny-aux-cerises,60310,2.86667,49.6833
94,boursonne,60141,3.05,49.2
480,oroer,60510,2.16667,49.5
81,bonlier,60510,2.15,49.4833
486,paillart,60120,2.31667,49.6667
89,boubiers,60240,1.86667,49.2167
624,sully-60,60380,1.78333,49.55
449,neufvy-sur-aronde,60190,2.66667,49.5
429,morangles,60530,2.3,49.2
295,halloy-60,60210,1.93333,49.65
517,puiseux-le-hauberger,60540,2.23333,49.2167
622,sommereux,60210,2,49.6833
414,montataire,60160,2.43333,49.2667
298,hanvoile,60650,1.88333,49.5167
26,auchy-la-montagne,60360,2.11667,49.5833
412,montagny-en-vexin,60240,1.8,49.2
599,saint-thibault-60,60210,1.85,49.7
661,vaumoise,60117,2.98333,49.2333
252,fournival,60130,2.38333,49.4667
113,bucamps,60480,2.31667,49.5167
262,frestoy-vaux,60420,2.6,49.6
374,maignelay-montigny,60420,2.52028,49.5523
79,boissy-fresnoy,60440,2.86667,49.1667
615,serevillers,60120,2.43333,49.6333
221,esquennoy,60120,2.26667,49.65
153,choqueuse-les-benards,60360,2.08333,49.6667
312,hericourt-sur-therain,60380,1.76667,49.5833
387,marseille-en-beauvaisis,60860,1.95,49.5833
505,pontarme,60520,2.55,49.15
234,fitz-james,60600,2.43333,49.4
178,crevecoeur-le-grand,60360,2.08333,49.6
436,mory-montcrux,60120,2.4,49.5833
589,saint-maximin-60,60740,2.45,49.2167
664,vendeuil-caply,60120,2.3,49.6167
503,ployron,60420,2.58333,49.5833
77,blicourt,60860,2.05,49.55
356,lavilletertre,60240,1.93333,49.2
390,maulers,60480,2.16667,49.55
141,chantilly,60500,2.46667,49.2
577,saint-germer-de-fly,60850,1.78333,49.45
386,marqueglise,60490,2.76667,49.5167
8,airion,60600,2.41667,49.4333
529,remecourt,60600,2.48333,49.4333
656,varinfroy,60890,3.05,49.1
301,haucourt-60,60112,1.93333,49.5167
493,pisseleu,60860,2.06028,49.5389
25,attichy,60350,3.05,49.4167
388,martincourt-60,60112,1.9,49.5333
157,clermont-60,60600,2.4,49.3833
403,milly-sur-therain,60112,2,49.5
596,saint-samson-la-poterie,60220,1.74195,49.5939
666,ver-sur-launette,60950,2.68333,49.1
438,moulin-sous-touvent,60350,3.07139,49.4564
374,saint-christophe-de-chaulieu,61800,-0.816667,48.75
32,beaufai,61270,0.516667,48.75
177,frenes,61800,-0.683333,48.7833
464,sees,61500,0.166667,48.6
170,fleure-61,61200,-0.066667,48.6833
256,medavy,61570,0.083333,48.6833
499,ventes-de-bourse,61170,0.283333,48.5167
427,saint-martin-l-aiguillon,61320,-0.183333,48.6167
331,plantis,61170,0.383333,48.6
183,gapree,61390,0.3,48.6167
146,dompierre-61,61700,-0.55,48.6167
205,heugon,61470,0.4,48.85
206,home-chamondot,61290,0.716667,48.5833
484,theil-61,61260,0.688056,48.2639
2,almeneches,61570,0.116667,48.7
10,aubry-le-panthou,61120,0.233333,48.85
457,saint-symphorien-des-bruyeres,61300,0.5825,48.7884
425,saint-martin-des-pezerits,61380,0.483333,48.6333
367,saint-aubin-de-courteraie,61560,0.433333,48.6167
477,survie,61310,0.2,48.8333
29,bazoches-sur-hoene,61560,0.466667,48.55
223,larchamp-61,61800,-0.683333,48.7
110,cochere,61310,0.15,48.7167
53,bonsmoulins,61380,0.533333,48.65
40,bellou-en-houlme,61220,-0.45,48.7
107,ciral,61320,-0.15,48.5
7,athis-de-l-orne,61430,-0.501389,48.8106
242,mage,61290,0.8,48.5
512,yveteaux,61210,-0.283333,48.7
321,pace-61,61250,-0.00388889,48.45
389,sainte-gauburge-sainte-colombe,61370,0.430278,48.7145
115,condeau,61110,0.833333,48.3833
85,champ-de-la-pierre,61320,-0.216667,48.6
84,champcerie,61210,-0.216667,48.8
39,belliere-61,61570,-0.033333,48.6333
46,bizou,61290,0.75,48.5
332,pointel,61220,-0.35,48.7
135,couterne,61410,-0.416667,48.5167
375,saint-christophe-le-jajolet,61570,0.00805556,48.6667
387,saint-fraimbault,61350,-0.699444,48.4864
405,saint-hilaire-sur-erre,61340,0.733333,48.3167
96,chapelle-d-andaine,61140,-0.478333,48.5331
402,saint-hilaire-de-briouze,61220,-0.316667,48.7
198,guerquesalles,61120,0.216667,48.9
257,mehoudin,61410,-0.383333,48.5
490,tournai-sur-dive,61160,0.0458333,48.8117
239,luce-61,61330,-0.6,48.55
26,barville-61,61170,0.333333,48.4833
412,saint-julien-sur-sarthe,61170,0.35,48.4833
244,maheru,61380,0.433333,48.65
333,pontchardon,61120,0.266667,48.9333
472,sevigny,61200,-0.016667,48.7833
217,lande-de-louge,61210,-0.25,48.7
209,joue-du-bois,61320,-0.233333,48.5833
35,beauvain,61600,-0.316667,48.6167
11,aubusson-61,61100,-0.55,48.7833
456,saint-sulpice-sur-risle,61300,0.656667,48.7806
428,saint-maurice-du-desert,61600,-0.383333,48.6167
429,saint-maurice-les-charencey,61190,0.766667,48.65
287,montilly-sur-noireau,61100,-0.566667,48.8167
482,tesse-froulay,61410,-0.433333,48.5333
8,aube-61,61270,0.546667,48.7398
341,radon,61250,0.1,48.5167
288,montmerrei,61570,0.05,48.6333
450,saint-quentin-de-blavou,61360,0.416667,48.4667
165,ferriere-bochard,61420,-0.033333,48.4167
409,saint-jean-de-la-foret,61340,0.633333,48.3833
250,marchainville,61290,0.816667,48.5833
336,pouvrai,61130,0.516667,48.2833
61,bretoncelles,61110,0.883333,48.4333
200,haleine,61410,-0.433333,48.5167
406,saint-hilaire-sur-risle,61270,0.5,48.7333
172,fontenai-les-louvets,61420,-0.00194444,48.5333
330,planches,61370,0.366667,48.7
248,mantilly,61350,-0.816667,48.5167
479,tanques,61150,-0.083333,48.6833
475,soligny-la-trappe,61380,0.533333,48.6167
55,bouce-61,61570,-0.1,48.65
52,bonnefoi,61270,0.566667,48.6667
139,crouttes,61120,0.133333,48.9167
276,merri,61160,-0.05,48.85
410,saint-jean-des-bois,61800,-0.8,48.7167
382,saint-denis-sur-sarthon,61420,-0.05,48.45
469,sept-forges,61330,-0.533333,48.4833
50,boissy-maugis,61110,0.716667,48.4333
36,belfonds,61500,0.116667,48.6167
97,chapelle-montligeon,61400,0.65,48.4833
261,menil-broût,61250,0.233333,48.4833
143,damigny,61250,0.0733333,48.4475
121,coulimer,61360,0.466667,48.4833
65,bubertre,61190,0.6,48.6
159,fay-61,61390,0.416667,48.6667
329,pin-la-garenne,61400,0.55,48.45
311,normandel,61190,0.716667,48.65
473,sevrai,61150,-0.15,48.7
335,poterie-au-perche,61190,0.716667,48.6333
413,saint-lambert-sur-dive,61160,0.075,48.82
70,caligny,61100,-0.6,48.8167
437,saint-ouen-de-la-cour,61130,0.583333,48.4167
90,champs-61,61190,0.55,48.5833
315,ommeel,61160,0.15,48.8
361,saint-andre-de-briouze,61220,-0.3,48.7333
435,saint-nicolas-de-sommaire,61550,0.6,48.8167
166,ferrieres-la-verrerie,61390,0.383333,48.65
78,cerisy-belle-etoile,61100,-0.626389,48.7978
164,ferriere-bechet,61500,0.066667,48.5833
296,moulicent,61290,0.766667,48.5667
58,breel,61100,-0.383333,48.8167
471,serigny-61,61130,0.583333,48.3667
43,berd-huis,61340,0.75,48.35
421,saint-mars-d-egrenne,61350,-0.733333,48.5667
21,avrilly-61,61700,-0.616667,48.5333
144,dance-61,61340,0.766667,48.3667
235,lore,61330,-0.583333,48.4833
51,boitron-61,61500,0.266667,48.5667
229,loisail,61400,0.6,48.5
451,saint-quentin-les-chardonnets,61800,-0.759167,48.7845
33,beaulandais,61140,-0.55,48.55
275,merlerault,61240,0.3,48.7
47,bocquence,61550,0.466667,48.8333
373,sainte-ceronne-les-mortagne,61380,0.533333,48.5667
255,mauves-sur-huisne,61400,0.616667,48.45
294,mortree,61570,0.083333,48.6333
436,sainte-opportune,61100,-0.416667,48.7333
138,croisilles-61,61230,0.266667,48.7667
184,gauville-61,61550,0.55,48.8333
30,bazoque-61,61100,-0.5975,48.7859
81,chailloue,61500,0.2,48.65
199,habloville,61210,-0.166667,48.7833
